com.samsung.health.floors_climbed,6302031,7
start_time,custom,update_time,create_time,client_data_id,client_data_ver,floor,raw_data,time_offset,deviceuuid,pkg_name,end_time,datauuid
2023-07-19 15:10:05.001,,2023-07-19 15:11:19.921,2023-07-19 15:11:19.921,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-19 15:10:17.001,caa3ca5e-9bca-41ce-9f67-98c7cab6d6e2,
2023-07-19 15:51:19.000,,2023-07-19 16:06:03.365,2023-07-19 16:06:03.365,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-19 15:51:35.000,fcf709fa-eff2-410b-83a0-fd2ffaa010b5,
2023-07-19 21:18:53.000,,2023-07-19 21:40:08.398,2023-07-19 21:40:08.398,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-19 21:19:02.000,2ac13965-668c-415b-9a0a-5deb04d5adb6,
2023-07-19 22:23:04.001,,2023-07-19 22:25:06.453,2023-07-19 22:25:06.453,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-19 22:23:10.001,84fed0fe-53ed-4745-8c6f-b6ce77a9645b,
2023-07-19 22:32:30.000,,2023-07-19 22:37:06.188,2023-07-19 22:37:06.188,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-19 22:32:39.000,08e891d8-20b6-4154-b96e-f0d407df26a1,
2023-07-19 22:34:38.000,,2023-07-19 22:37:06.470,2023-07-19 22:37:06.470,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-19 22:34:43.000,b89bdc58-d477-4d8d-bcd1-e56cd82ee6fe,
2023-07-19 22:38:55.000,,2023-07-19 22:45:02.967,2023-07-19 22:45:02.967,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-19 22:39:08.000,9cf73d01-ee69-4118-929c-cba0affe3d24,
2023-07-19 22:42:09.000,,2023-07-19 22:45:03.199,2023-07-19 22:45:03.199,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-19 22:42:22.000,ab6955ad-50f4-42dd-8569-cb11359b7456,
2023-07-20 21:38:43.000,,2023-07-20 22:04:50.229,2023-07-20 22:04:50.229,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-20 21:38:56.000,92aeba25-013f-4e44-9803-5e9310397cef,
2023-07-22 20:47:22.000,,2023-07-22 21:41:42.880,2023-07-22 21:41:42.880,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-22 20:47:45.000,17e097a7-eec6-4058-bee4-8ffc26a55f90,
2023-07-23 21:08:07.999,,2023-07-23 21:43:33.555,2023-07-23 21:43:33.555,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-23 21:08:18.999,7b7638cb-8d5b-4623-b084-2b2f9cd4cbf0,
2023-07-25 20:03:45.999,,2023-07-25 20:03:55.493,2023-07-25 20:03:55.493,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-25 20:03:54.999,c780262a-c8db-4efc-ae82-156d6c5025e7,
2023-07-26 21:00:50.000,,2023-07-26 21:01:27.882,2023-07-26 21:01:27.882,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-26 21:01:02.000,e3d10a3d-9b5c-4c51-b98e-f1f5dcbdcafa,
2023-07-27 16:32:53.999,,2023-07-27 16:53:04.618,2023-07-27 16:53:04.618,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-27 16:33:13.999,22dd36d1-4929-4176-b04e-a273ab21f6be,
2023-07-27 21:02:57.000,,2023-07-27 21:10:56.113,2023-07-27 21:10:56.113,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-27 21:03:10.000,b9ba3367-28d7-48f7-9135-873e8ee73775,
2023-07-29 13:02:10.000,,2023-07-29 13:02:57.678,2023-07-29 13:02:57.678,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-29 13:02:23.000,de7d0e4d-b021-446c-90cb-3d89cbc74e1a,
2023-07-29 21:10:23.000,,2023-07-29 21:51:41.920,2023-07-29 21:51:41.920,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-29 21:10:34.000,65326316-3666-42bf-b1e1-13972077ab17,
2023-07-29 21:10:40.000,,2023-07-29 21:51:42.093,2023-07-29 21:51:42.093,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-29 21:10:45.000,a5a78987-ef17-4cc0-8321-4efbc3f05676,
2023-07-29 21:15:55.000,,2023-07-29 21:51:42.280,2023-07-29 21:51:42.280,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-29 21:16:02.000,1c0d2415-1778-494c-9748-3c185b00b1bb,
2023-07-29 21:27:58.001,,2023-07-29 21:51:42.642,2023-07-29 21:51:42.642,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-07-29 21:28:03.001,f6fd4110-ae42-47f8-a697-896c931b24ed,
2023-08-02 16:54:23.000,,2023-08-02 16:57:52.728,2023-08-02 16:57:52.728,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-02 16:54:32.000,60d6a99f-28df-4613-902c-f307694e88cb,
2023-08-02 22:52:16.001,,2023-08-02 22:53:58.884,2023-08-02 22:53:58.884,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-02 22:52:29.001,743b3921-c6f5-47ee-bc34-8246457a13e0,
2023-08-03 17:47:28.000,,2023-08-03 17:51:26.251,2023-08-03 17:51:26.251,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-03 17:47:40.000,9c05dd67-5d65-4dff-8fc7-d873d14394cf,
2023-08-03 22:13:22.001,,2023-08-03 22:13:40.829,2023-08-03 22:13:40.829,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-03 22:13:37.001,c7185e75-d401-4285-bafc-f7a5bf6e0020,
2023-08-03 22:27:05.999,,2023-08-03 22:50:44.612,2023-08-03 22:50:44.612,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-03 22:27:10.999,38acbd06-96e8-4036-9c2e-1b41a216eecf,
2023-08-03 22:35:54.000,,2023-08-03 22:50:44.783,2023-08-03 22:50:44.783,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-03 22:35:59.000,bd281e54-51e3-4b6f-8d73-ad966315b752,
2023-08-03 22:36:22.999,,2023-08-03 22:50:44.980,2023-08-03 22:50:44.980,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-03 22:36:30.999,361dbfc5-2398-4ac5-aac8-dd41c97a55ba,
2023-08-03 23:10:12.000,,2023-08-03 23:20:00.622,2023-08-03 23:20:00.622,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-03 23:10:19.000,4eba61cf-5461-4d98-9af9-9c0a00b6fee5,
2023-08-04 01:46:14.006,,2023-08-04 02:05:05.933,2023-08-04 02:05:05.933,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 01:46:19.006,57e9b149-b71d-4d31-a2ac-1f8cf25c1c3c,
2023-08-04 01:49:59.000,,2023-08-04 02:05:06.081,2023-08-04 02:05:06.081,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 01:50:06.000,eb6c43cc-cd79-4548-84d1-c6ed077c620e,
2023-08-04 02:10:21.000,,2023-08-04 02:12:50.295,2023-08-04 02:12:49.993,,,2.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 02:10:33.000,4283ab8e-742d-4bb3-9630-8c5cb59f4b94,
2023-08-04 02:10:46.000,,2023-08-04 02:12:50.636,2023-08-04 02:12:50.494,,,2.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 02:11:06.000,97f4191c-7922-4270-b325-9e9ec1fed700,
2023-08-04 02:11:29.999,,2023-08-04 02:12:50.767,2023-08-04 02:12:50.767,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 02:11:34.999,b71ece38-1540-4850-a0af-04e4e063fecf,
2023-08-04 02:14:58.000,,2023-08-04 02:17:21.786,2023-08-04 02:17:21.786,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 02:15:04.000,0210e908-9ae9-4207-97ae-bf868838786b,
2023-08-04 02:17:16.000,,2023-08-04 02:17:22.049,2023-08-04 02:17:22.049,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 02:17:21.000,23c7091f-2398-4ea5-8af7-eb552c1ca016,
2023-08-04 19:52:58.002,,2023-08-04 20:00:33.927,2023-08-04 20:00:33.927,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 19:53:04.002,6f8d6bf0-417e-4ba3-b2b9-13ba88581bf4,
2023-08-04 20:03:44.000,,2023-08-04 20:08:45.123,2023-08-04 20:08:45.123,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 20:03:53.000,05c35778-33b6-412b-8b98-af496565b03e,
2023-08-04 20:22:27.001,,2023-08-04 20:22:49.463,2023-08-04 20:22:49.463,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 20:22:34.001,68003779-4fe3-4f10-9719-75f4a6192fa2,
2023-08-04 20:22:44.000,,2023-08-04 20:22:59.971,2023-08-04 20:22:59.971,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 20:22:51.000,8075da58-306d-4cc4-9cdd-af19070b40d7,
2023-08-04 20:33:10.000,,2023-08-04 20:33:42.149,2023-08-04 20:33:42.149,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 20:33:18.000,dc69c56a-61ab-477d-a085-4f963f43f27c,
2023-08-04 20:44:59.000,,2023-08-04 20:46:39.296,2023-08-04 20:46:39.296,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 20:45:13.000,7b49cf05-b411-4c52-8e23-d07f64f48785,
2023-08-04 23:20:18.000,,2023-08-04 23:27:01.484,2023-08-04 23:27:01.484,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 23:20:36.000,1931cb66-059d-4785-bcae-e49ebe74c7d1,
2023-08-04 23:22:39.001,,2023-08-04 23:27:01.924,2023-08-04 23:27:01.924,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 23:22:53.001,3b55b890-101b-4d64-a121-5e7e491aace4,
2023-08-04 23:28:27.000,,2023-08-04 23:29:53.454,2023-08-04 23:28:45.764,,,2.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-04 23:28:55.001,6e930384-5bb8-4ead-8e05-6ddc6f8abe0f,
2023-08-05 03:05:49.000,,2023-08-05 03:07:07.182,2023-08-05 03:07:07.182,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-05 03:06:06.000,1ff2fce2-d340-4fa6-affb-1cae1da53ee2,
2023-08-05 16:36:56.001,,2023-08-05 16:39:04.857,2023-08-05 16:39:04.857,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-05 16:37:09.001,e4ac9f70-a13a-4032-a6de-d9a33f1e3207,
2023-08-05 19:53:57.999,,2023-08-05 19:54:16.900,2023-08-05 19:54:16.900,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-05 19:54:15.999,1eabc361-2805-4953-a45a-2e017ec10c3d,
2023-08-05 20:16:07.000,,2023-08-05 20:18:59.164,2023-08-05 20:18:59.164,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-05 20:16:13.000,ac620e61-ae88-410f-9235-4534f91ef1f6,
2023-08-06 02:26:41.000,,2023-08-06 02:27:03.915,2023-08-06 02:27:03.915,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-06 02:26:55.000,a1c8c8da-d58f-4664-987b-38582d8bb7e1,
2023-08-07 00:19:27.000,,2023-08-07 00:20:39.405,2023-08-07 00:20:39.405,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-07 00:19:36.000,aa31e989-85a6-44bd-933b-fb8b7f260ecf,
2023-08-07 00:21:45.000,,2023-08-07 00:22:33.557,2023-08-07 00:22:33.557,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-07 00:21:56.000,03cf2818-fe11-4d0c-a747-8cca87c300c3,
2023-08-07 16:02:21.999,,2023-08-07 16:03:13.127,2023-08-07 16:03:13.127,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-07 16:02:35.999,1d1cc38a-1c12-42d7-9515-8ec8475b1c01,
2023-08-08 19:19:59.000,,2023-08-08 19:20:13.536,2023-08-08 19:20:13.536,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-08 19:20:11.000,1d5add12-5bf1-4777-88d4-5bbe96da9469,
2023-08-08 20:49:02.999,,2023-08-08 20:56:17.163,2023-08-08 20:56:17.163,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-08 20:49:07.999,d3ac941a-b114-4c49-8d50-828573010d84,
2023-08-09 00:43:00.001,,2023-08-09 00:51:17.741,2023-08-09 00:51:17.741,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-09 00:43:16.001,e149bd93-3b2b-43e3-b707-f8af824d82d7,
2023-08-09 00:46:24.001,,2023-08-09 00:51:18.132,2023-08-09 00:51:18.132,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-09 00:46:39.001,8bf2ed93-3185-4a17-aa66-ea6c601d7f19,
2023-08-09 00:48:54.999,,2023-08-09 00:51:18.273,2023-08-09 00:51:18.273,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-09 00:49:09.999,8344d307-8dac-46f4-b356-70423a06443e,
2023-08-10 17:21:34.000,,2023-08-10 17:22:27.097,2023-08-10 17:22:27.097,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-10 17:21:45.000,53123f4a-1234-4376-9a47-998f9ec45de8,
2023-08-10 17:22:04.000,,2023-08-10 17:22:27.252,2023-08-10 17:22:27.252,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-10 17:22:11.000,19ad6094-5d9d-4fcb-be26-88083766e433,
2023-08-10 18:35:10.000,,2023-08-10 18:35:36.323,2023-08-10 18:35:36.323,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-10 18:35:28.000,cbde615c-1b80-4e14-b60e-b00623a0ca79,
2023-08-10 18:37:59.999,,2023-08-10 18:38:54.663,2023-08-10 18:38:54.663,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-10 18:38:14.999,a18e256e-9c06-4f8b-97b1-07bf9618871b,
2023-08-11 17:43:57.001,,2023-08-11 17:45:13.444,2023-08-11 17:45:13.444,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-11 17:44:16.001,5ec22eb3-b062-4d82-86ec-5228e5d7cfc3,
2023-08-11 23:59:54.000,,2023-08-12 00:00:24.508,2023-08-12 00:00:24.508,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 00:00:14.000,a063b359-f6d6-4aa9-82ef-c9bf42ec22b5,
2023-08-12 06:28:38.000,,2023-08-12 06:29:18.037,2023-08-12 06:29:18.037,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 06:28:49.000,0b110cba-c2a4-4105-bc54-219af7d9ac7f,
2023-08-12 15:47:08.000,,2023-08-12 15:47:35.727,2023-08-12 15:47:35.727,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 15:47:30.000,33bceec3-2d98-45e4-a39c-379502f6c157,
2023-08-12 16:17:45.001,,2023-08-12 16:19:07.111,2023-08-12 16:19:07.111,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 16:18:01.001,922b0124-354a-4e66-b1a5-22cf929deea9,
2023-08-12 17:58:06.000,,2023-08-12 18:03:39.782,2023-08-12 18:03:39.782,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 17:58:12.000,8579252a-a0aa-4e5e-b4fb-af17c469a126,
2023-08-12 18:17:44.000,,2023-08-12 18:18:27.629,2023-08-12 18:18:27.629,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 18:17:52.000,ece52a8f-085e-4f75-b584-0c8fc3ba81b9,
2023-08-12 18:19:45.000,,2023-08-12 18:22:32.269,2023-08-12 18:22:32.269,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 18:19:53.000,d282cae7-1c9e-4195-9b6e-47b4fc438975,
2023-08-12 19:49:40.000,,2023-08-12 19:51:35.859,2023-08-12 19:51:35.859,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 19:49:48.000,5a189d86-c4ab-4ac5-ad5b-cbe4c1ebb1a7,
2023-08-12 19:50:04.000,,2023-08-12 19:51:36.074,2023-08-12 19:51:36.074,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 19:50:09.000,820b90d7-dd45-4c73-8535-558d60c9edf3,
2023-08-12 20:18:05.000,,2023-08-12 20:18:31.140,2023-08-12 20:18:31.140,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-12 20:18:26.000,4be1c938-4ff9-4926-82b4-bf33a32e251c,
2023-08-13 20:11:41.000,,2023-08-13 20:12:36.751,2023-08-13 20:12:36.751,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-13 20:11:54.000,b24d1a97-a097-4541-bac3-b9fb6b59d5d1,
2023-08-13 21:40:52.999,,2023-08-13 21:48:48.459,2023-08-13 21:48:48.459,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-13 21:41:02.999,300cfe74-d801-4274-afe0-68d9b16c0101,
2023-08-13 23:54:06.000,,2023-08-13 23:55:18.028,2023-08-13 23:55:18.028,,,1.0,,UTC-0400,MPNPO0O1wv,com.sec.android.app.shealth,2023-08-13 23:54:20.000,5cf5494b-8f36-467e-85d2-c13922fda145,
